1201414,204623645,2021.01.04 03:00:00,2021.01.04 03:05:01,-0.15,EURUSD,1
1201404,204628778,2021.01.04 04:10:00,2021.01.04 04:15:02,-0.02,AUDUSD,0
1201404,204635141,2021.01.04 05:50:00,2021.01.04 05:55:00,-0.45,AUDUSD,0
1201414,204638773,2021.01.04 07:05:08,2021.01.04 07:10:02,-0.11,EURUSD,1
1201404,204638723,2021.01.04 07:05:02,2021.01.04 07:25:00,0.76,AUDUSD,1
1201414,204635147,2021.01.04 05:50:01,2021.01.04 09:45:02,1.01,EURUSD,0
1201404,204655535,2021.01.04 10:00:16,2021.01.04 10:10:00,-0.19,AUDUSD,0
1201404,204676348,2021.01.04 12:25:00,2021.01.04 12:35:00,-0.01,AUDUSD,0
1201414,204676805,2021.01.04 12:30:01,2021.01.04 15:05:00,0.83,EURUSD,0
1201414,204700467,2021.01.04 16:10:00,2021.01.04 16:56:55,-1.21,EURUSD,0
1201414,204690524,2021.01.04 14:50:00,2021.01.04 17:08:40,-1.88,EURUSD,0
1201404,204704204,2021.01.04 16:35:00,2021.01.04 17:15:00,0.99,AUDUSD,1
1201414,204682917,2021.01.04 13:40:00,2021.01.04 18:56:30,-4.20,EURUSD,0
1201414,204768935,2021.01.04 21:30:04,2021.01.04 21:40:00,-0.18,EURUSD,1
1201414,204776838,2021.01.04 22:25:06,2021.01.04 22:40:00,0.20,EURUSD,1
1201404,204782406,2021.01.04 23:05:01,2021.01.05 00:19:23,-1.29,AUDUSD,1
1201404,204791417,2021.01.05 01:40:00,2021.01.05 02:51:00,-1.05,AUDUSD,1
1201404,204802159,2021.01.05 04:45:02,2021.01.05 05:05:01,0.04,AUDUSD,0
1201404,204813539,2021.01.05 08:25:01,2021.01.05 08:30:00,-0.32,AUDUSD,0
1201404,204755999,2021.01.04 20:10:01,2021.01.05 09:23:49,-6.54,AUDUSD,1
1201414,204809661,2021.01.05 07:15:01,2021.01.05 11:15:00,0.58,EURUSD,0
1201414,204833916,2021.01.05 10:35:04,2021.01.05 11:35:00,1.10,EURUSD,0
1201404,204854418,2021.01.05 12:30:00,2021.01.05 12:45:00,-0.22,AUDUSD,0
1201404,204890230,2021.01.05 15:55:00,2021.01.05 17:40:59,-2.82,AUDUSD,1
1201414,204857596,2021.01.05 12:50:00,2021.01.05 18:55:01,1.03,EURUSD,0
1201414,204868389,2021.01.05 13:50:01,2021.01.05 19:09:42,1.96,EURUSD,0
1201414,204960475,2021.01.05 23:55:01,2021.01.06 02:50:56,1.98,EURUSD,0
1201414,204964523,2021.01.06 01:15:01,2021.01.06 02:50:56,2.10,EURUSD,0
1201414,204944533,2021.01.05 20:40:11,2021.01.06 02:51:00,2.26,EURUSD,0
1201414,204953639,2021.01.05 22:15:03,2021.01.06 02:51:00,1.98,EURUSD,0
1201404,204987662,2021.01.06 05:25:02,2021.01.06 06:00:00,-0.10,AUDUSD,0
1201414,204991377,2021.01.06 06:05:03,2021.01.06 06:05:04,-0.10,EURUSD,1
1201404,205001364,2021.01.06 08:00:00,2021.01.06 08:30:01,0.80,AUDUSD,0
1201404,205025666,2021.01.06 10:50:00,2021.01.06 10:55:00,-0.48,AUDUSD,0
